"id","site","lab_id","name","result","units","month","day","year","created_at","updated_at","site_name","collection_date"
1525,1,"180720-4","Phosphorus","0","mg/L",7,20,2018,"2018-12-23 13:39:00.199263","2018-12-23 13:39:00.199263","Gerrish Township Marina","2018-07-20"
1527,1,"180720-4","Nitrogen (Nitrite)","0.001","mg/L",7,20,2018,"2018-12-23 13:39:00.631462","2018-12-23 13:39:00.631462","Gerrish Township Marina","2018-07-20"
1528,1,"180720-4","Beach Plate Count; MPN","579","colonies/100mL",7,20,2018,"2018-12-23 13:39:00.633876","2018-12-23 13:39:00.633876","Gerrish Township Marina","2018-07-20"
1529,1,"180720-4","Beach Plate Count; e-coli","<1","colonies/100mL",7,20,2018,"2018-12-23 13:39:00.635974","2018-12-23 13:39:00.635974","Gerrish Township Marina","2018-07-20"
1530,1,"180720-4","pH","7.64","pH",7,20,2018,"2018-12-23 13:39:00.637984","2018-12-23 13:39:00.637984","Gerrish Township Marina","2018-07-20"
1531,1,"180720-4","Dissolved Oxygen","4","mg/L",7,20,2018,"2018-12-23 13:39:00.640238","2018-12-23 13:39:00.640238","Gerrish Township Marina","2018-07-20"
1532,1,"180720-4","Total Dissolved Solids","0.034","percent",7,20,2018,"2018-12-23 13:39:00.642445","2018-12-23 13:39:00.642445","Gerrish Township Marina","2018-07-20"
1533,1,"180720-4","Water Temperature","22.3","degrees Centigrade",7,20,2018,"2018-12-23 13:39:00.644775","2018-12-23 13:39:00.644775","Gerrish Township Marina","2018-07-20"
1534,1,"180720-4","Air Temperature","18.9","degrees Centigrade",7,20,2018,"2018-12-23 13:39:00.647438","2018-12-23 13:39:00.647438","Gerrish Township Marina","2018-07-20"
1767,10,"181019-1","Phosphorus","0.25","mg/L",10,19,2018,"2018-12-23 13:39:20.420118","2018-12-23 13:39:20.420118","Treasure Island - 1","2018-10-19"
1768,10,"181019-1","Nitrogen (Nitrate)","N.D.","mg/L",10,19,2018,"2018-12-23 13:39:20.422571","2018-12-23 13:39:20.422571","Treasure Island - 1","2018-10-19"
1769,10,"181019-1","Nitrogen (Nitrite)","N.D.","mg/L",10,19,2018,"2018-12-23 13:39:20.426066","2018-12-23 13:39:20.426066","Treasure Island - 1","2018-10-19"
1770,10,"181019-1","Beach Plate Count; MPN","1011","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.429239","2018-12-23 13:39:20.429239","Treasure Island - 1","2018-10-19"
1771,10,"181019-1","Beach Plate Count; e-coli","1","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.43198","2018-12-23 13:39:20.43198","Treasure Island - 1","2018-10-19"
1772,10,"181019-1","pH","8.45","pH",10,19,2018,"2018-12-23 13:39:20.434657","2018-12-23 13:39:20.434657","Treasure Island - 1","2018-10-19"
1773,10,"181019-1","Dissolved Oxygen","11.5","mg/L",10,19,2018,"2018-12-23 13:39:20.438462","2018-12-23 13:39:20.438462","Treasure Island - 1","2018-10-19"
1774,10,"181019-1","Total Dissolved Solids","0.0003","percent",10,19,2018,"2018-12-23 13:39:20.451286","2018-12-23 13:39:20.451286","Treasure Island - 1","2018-10-19"
1778,11,"181019-2","Phosphorus","0.47","mg/L",10,19,2018,"2018-12-23 13:39:20.466781","2018-12-23 13:39:20.466781","Treasure Island - 2","2018-10-19"
1779,11,"181019-2","Nitrogen (Nitrate)","N.D.","mg/L",10,19,2018,"2018-12-23 13:39:20.46967","2018-12-23 13:39:20.46967","Treasure Island - 2","2018-10-19"
1780,11,"181019-2","Nitrogen (Nitrite)","0.013","mg/L",10,19,2018,"2018-12-23 13:39:20.523617","2018-12-23 13:39:20.523617","Treasure Island - 2","2018-10-19"
1781,11,"181019-2","Beach Plate Count; MPN","1011","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.537136","2018-12-23 13:39:20.537136","Treasure Island - 2","2018-10-19"
1782,11,"181019-2","Beach Plate Count; e-coli","1","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.547997","2018-12-23 13:39:20.547997","Treasure Island - 2","2018-10-19"
1783,11,"181019-2","pH","8.39","pH",10,19,2018,"2018-12-23 13:39:20.550664","2018-12-23 13:39:20.550664","Treasure Island - 2","2018-10-19"
1784,11,"181019-2","Dissolved Oxygen","9.9","mg/L",10,19,2018,"2018-12-23 13:39:20.573464","2018-12-23 13:39:20.573464","Treasure Island - 2","2018-10-19"
1785,11,"181019-2","Total Dissolved Solids","0.006","percent",10,19,2018,"2018-12-23 13:39:20.576388","2018-12-23 13:39:20.576388","Treasure Island - 2","2018-10-19"
1786,11,"181019-2","Water Temperature","7.4","degrees Centigrade",10,19,2018,"2018-12-23 13:39:20.579843","2018-12-23 13:39:20.579843","Treasure Island - 2","2018-10-19"
1787,11,"181019-2","Air Temperature","7.2","degrees Centigrade",10,19,2018,"2018-12-23 13:39:20.584036","2018-12-23 13:39:20.584036","Treasure Island - 2","2018-10-19"
1789,12,"181019-3","Phosphorus","0.19","mg/L",10,19,2018,"2018-12-23 13:39:20.590481","2018-12-23 13:39:20.590481","Kennedy Beach","2018-10-19"
1790,12,"181019-3","Nitrogen (Nitrate)","N.D.","mg/L",10,19,2018,"2018-12-23 13:39:20.596468","2018-12-23 13:39:20.596468","Kennedy Beach","2018-10-19"
1791,12,"181019-3","Nitrogen (Nitrite)","0.19","mg/L",10,19,2018,"2018-12-23 13:39:20.610008","2018-12-23 13:39:20.610008","Kennedy Beach","2018-10-19"
1792,12,"181019-3","Beach Plate Count; MPN","91","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.613865","2018-12-23 13:39:20.613865","Kennedy Beach","2018-10-19"
1793,12,"181019-3","Beach Plate Count; e-coli","1","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.617407","2018-12-23 13:39:20.617407","Kennedy Beach","2018-10-19"
1794,12,"181019-3","pH","8.23","pH",10,19,2018,"2018-12-23 13:39:20.622215","2018-12-23 13:39:20.622215","Kennedy Beach","2018-10-19"
1795,12,"181019-3","Dissolved Oxygen","9.8","mg/L",10,19,2018,"2018-12-23 13:39:20.626534","2018-12-23 13:39:20.626534","Kennedy Beach","2018-10-19"
1796,12,"181019-3","Total Dissolved Solids","0.004","percent",10,19,2018,"2018-12-23 13:39:20.630528","2018-12-23 13:39:20.630528","Kennedy Beach","2018-10-19"
1797,12,"181019-3","Water Temperature","7.4","degrees Centigrade",10,19,2018,"2018-12-23 13:39:20.635468","2018-12-23 13:39:20.635468","Kennedy Beach","2018-10-19"
1798,12,"181019-3","Air Temperature","7.2","degrees Centigrade",10,19,2018,"2018-12-23 13:39:20.638304","2018-12-23 13:39:20.638304","Kennedy Beach","2018-10-19"
1800,13,"181019-4","Phosphorus","0.21","mg/L",10,19,2018,"2018-12-23 13:39:20.645001","2018-12-23 13:39:20.645001","Flag Point","2018-10-19"
1801,13,"181019-4","Nitrogen (Nitrate)","N.D.","mg/L",10,19,2018,"2018-12-23 13:39:20.653512","2018-12-23 13:39:20.653512","Flag Point","2018-10-19"
1802,13,"181019-4","Nitrogen (Nitrite)","0.027","mg/L",10,19,2018,"2018-12-23 13:39:20.659817","2018-12-23 13:39:20.659817","Flag Point","2018-10-19"
1803,13,"181019-4","Beach Plate Count; MPN","22","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.6626","2018-12-23 13:39:20.6626","Flag Point","2018-10-19"
1804,13,"181019-4","Beach Plate Count; e-coli","1","colonies/100mL",10,19,2018,"2018-12-23 13:39:20.665243","2018-12-23 13:39:20.665243","Flag Point","2018-10-19"
1805,13,"181019-4","pH","8.16","pH",10,19,2018,"2018-12-23 13:39:20.667622","2018-12-23 13:39:20.667622","Flag Point","2018-10-19"
1806,13,"181019-4","Dissolved Oxygen","9.5","mg/L",10,19,2018,"2018-12-23 13:39:20.67027","2018-12-23 13:39:20.67027","Flag Point","2018-10-19"
1807,13,"181019-4","Total Dissolved Solids","0.012","percent",10,19,2018,"2018-12-23 13:39:20.672795","2018-12-23 13:39:20.672795","Flag Point","2018-10-19"
1808,13,"181019-4","Water Temperature","7.2","degrees Centigrade",10,19,2018,"2018-12-23 13:39:20.684908","2018-12-23 13:39:20.684908","Flag Point","2018-10-19"
1809,13,"181019-4","Air Temperature","7.2","degrees Centigrade",10,19,2018,"2018-12-23 13:39:20.689838","2018-12-23 13:39:20.689838","Flag Point","2018-10-19"
1526,1,"180720-4","Nitrogen (Nitrate)","0.081","mg/L",7,20,2018,"2018-12-23 13:39:00.612835","2018-12-23 13:39:00.612835","Gerrish Township Marina","2018-07-20"
1535,1,"180720-4","Conductivity","275","uS/cM",7,20,2018,"2018-12-23 13:39:00.649746","2018-12-23 13:39:00.649746","Gerrish Township Marina","2018-07-20"
1668,1,"181022-3","Phosphorus","0.4","mg/L",10,22,2018,"2018-12-23 13:39:19.840552","2018-12-23 13:39:19.840552","Gerrish Township Marina","2018-10-22"
1669,1,"181022-3","Nitrogen (Nitrate)","0","mg/L",10,22,2018,"2018-12-23 13:39:19.866713","2018-12-23 13:39:19.866713","Gerrish Township Marina","2018-10-22"
1670,1,"181022-3","Nitrogen (Nitrite)","N.D.","mg/L",10,22,2018,"2018-12-23 13:39:19.872573","2018-12-23 13:39:19.872573","Gerrish Township Marina","2018-10-22"
1671,1,"181022-3","Beach Plate Count; MPN","1011","colonies/100mL",10,22,2018,"2018-12-23 13:39:19.88685","2018-12-23 13:39:19.88685","Gerrish Township Marina","2018-10-22"
